group_name,category,stall_number,company_code,company_code_id,product_code,product_name,name,packaging,qty_per_carton,inner_box,outer_carton_length_cm,outer_carton_width_cm,outer_carton_height_cm,package_length_cm,package_width_cm,package_height_cm,volume_cbm,chargeable_unit_cn,gross_weight_kg,net_weight_kg,price,price_raw,priceValue,lower_price,higher_price,price/chargeable_unit,excel_row,priceRight,marketTag,tags,image,markdown,id,sku,href
Electronic&InteractiveToys,Electric Rotating Spray Robot,170103,YS1468130,1468130,6052A,Electric Rotating Spray Robot,Electric Rotating Spray Robot,Color Box,24,2,63.0,44.0,70.0,20.0,10.0,31.0,0.194,6.85,0.0,0.0,USD $53.50,53.5,53.5,53.5,,7.797,988,24,2,"1468130, 6052A, Color Box",Electronic&InteractiveToys/Electric Rotating Spray Robot/170103/Electric Rotating Spray Robot/image/Electric Rotating Spray Robot.jpg,Electronic&InteractiveToys/Electric Rotating Spray Robot/170103/Electric Rotating Spray Robot/Electric Rotating Spray Robot.md,1468130-6052A-170103-988,6052A,
Electronic&InteractiveToys,Electric Rotating Spray Robot,170103,YS1468129,1468129,6052,Electric Rotating Spray Robot,Electric Rotating Spray Robot,Window Box,24,2,75.0,50.0,78.0,23.0,11.7,35.5,0.292,10.32,0.0,0.0,USD $56.70,56.7,56.7,56.7,,5.492,987,24,2,"1468129, 6052, Window Box",Electronic&InteractiveToys/Electric Rotating Spray Robot/170103/Electric Rotating Spray Robot/image/Electric Rotating Spray Robot.jpg,Electronic&InteractiveToys/Electric Rotating Spray Robot/170103/Electric Rotating Spray Robot/Electric Rotating Spray Robot.md,1468129-6052-170103-987,6052,
Electronic&InteractiveToys,Lucky Apple Bedside Bell,261805,YS1761921,1761921,666B(红色）,Lucky Apple Bedside Bell (remote control version),Lucky Apple Bedside Bell (remote control version),Color Box,36,2,77.0,44.0,73.0,35.0,6.8,25.0,0.247,8.73,19.0,16.0,USD $67.20,67.2,67.2,67.2,,7.691,2837,36,2,"1761921, 666B(红色）, Color Box",Electronic&InteractiveToys/Lucky Apple Bedside Bell/261805/Lucky Apple Bedside Bell (remote control version)/image/Lucky Apple Bedside Bell (remote control version).jpg,Electronic&InteractiveToys/Lucky Apple Bedside Bell/261805/Lucky Apple Bedside Bell (remote control version)/Lucky Apple Bedside Bell (remote control version).md,1761921-666B(红色）-261805-2837,666B(红色）,
Electronic&InteractiveToys,Lucky Apple Bedside Bell,261805,YS1761922,1761922,666B(咖啡色）,Lucky Apple Bedside Bell (remote control version),Lucky Apple Bedside Bell (remote control version),Color Box,36,2,77.0,44.0,73.0,35.0,6.8,25.0,0.247,8.73,19.0,16.0,USD $67.20,67.2,67.2,67.2,,7.691,2838,36,2,"1761922, 666B(咖啡色）, Color Box",Electronic&InteractiveToys/Lucky Apple Bedside Bell/261805/Lucky Apple Bedside Bell (remote control version)/image/Lucky Apple Bedside Bell (remote control version).jpg,Electronic&InteractiveToys/Lucky Apple Bedside Bell/261805/Lucky Apple Bedside Bell (remote control version)/Lucky Apple Bedside Bell (remote control version).md,1761922-666B(咖啡色）-261805-2838,666B(咖啡色）,
Electronic&InteractiveToys,Guitar With Microphone Set,930103,YS1037809,1037809,6969-61,Guitar With Microphone Set (girls),Guitar With Microphone Set (girls),Window Box,24,2,68.0,36.0,118.0,57.0,33.0,5.5,0.289,10.19,25.0,23.0,USD $74.20,74.2,74.2,74.2,,7.274,385,24,2,"1037809, 6969-61, Window Box",Electronic&InteractiveToys/Guitar With Microphone Set/930103/Guitar With Microphone Set (girls)/image/Guitar With Microphone Set (girls).jpg,Electronic&InteractiveToys/Guitar With Microphone Set/930103/Guitar With Microphone Set (girls)/Guitar With Microphone Set (girls).md,1037809-6969-61-930103-385,6969-61,
Electronic&InteractiveToys,Guitar With Microphone Set,930103,YS1137895,1137895,MY6969-61,Guitar With Microphone Set (girls),Guitar With Microphone Set (girls),Window Box,24,2,68.0,36.0,118.0,57.0,33.0,5.5,0.289,10.19,25.0,23.0,USD $74.20,74.2,74.2,74.2,,7.274,490,24,2,"1137895, MY6969-61, Window Box",Electronic&InteractiveToys/Guitar With Microphone Set/930103/Guitar With Microphone Set (girls)/image/Guitar With Microphone Set (girls).png,Electronic&InteractiveToys/Guitar With Microphone Set/930103/Guitar With Microphone Set (girls)/Guitar With Microphone Set (girls).md,1137895-MY6969-61-930103-490,MY6969-61,
Electronic&InteractiveToys,Guitar With Microphone Set,930103,YS1037808,1037808,6969-62,Guitar With Microphone Set (boys),Guitar With Microphone Set (boys),Window Box,24,2,68.0,36.0,118.0,33.0,5.5,57.0,0.289,10.19,25.0,23.0,USD $74.20,74.2,74.2,74.2,,7.274,384,24,2,"1037808, 6969-62, Window Box",Electronic&InteractiveToys/Guitar With Microphone Set/930103/Guitar With Microphone Set (boys)/image/Guitar With Microphone Set (boys).jpg,Electronic&InteractiveToys/Guitar With Microphone Set/930103/Guitar With Microphone Set (boys)/Guitar With Microphone Set (boys).md,1037808-6969-62-930103-384,6969-62,
Electronic&InteractiveToys,Guitar With Microphone Set,930103,YS1037810,1037810,6969-31,Guitar With Microphone Set (girls),Guitar With Microphone Set (girls),Window Box,36,2,86.0,38.0,115.0,28.0,6.0,57.0,0.376,13.26,25.0,23.0,USD $65.40,65.4,65.4,65.4,,4.932,386,36,2,"1037810, 6969-31, Window Box",Electronic&InteractiveToys/Guitar With Microphone Set/930103/Guitar With Microphone Set (girls)/image/Guitar With Microphone Set (girls).jpg,Electronic&InteractiveToys/Guitar With Microphone Set/930103/Guitar With Microphone Set (girls)/Guitar With Microphone Set (girls).md,1037810-6969-31-930103-386,6969-31,
Electronic&InteractiveToys,Guitar With Microphone Set,930103,YS1037811,1037811,6969-32,Guitar With Microphone Set (boys),Guitar With Microphone Set (boys),Window Box,36,2,86.0,38.0,115.0,28.0,6.0,57.0,0.376,13.26,25.0,23.0,USD $65.40,65.4,65.4,65.4,,4.932,387,36,2,"1037811, 6969-32, Window Box",Electronic&InteractiveToys/Guitar With Microphone Set/930103/Guitar With Microphone Set (boys)/image/Guitar With Microphone Set (boys).jpg,Electronic&InteractiveToys/Guitar With Microphone Set/930103/Guitar With Microphone Set (boys)/Guitar With Microphone Set (boys).md,1037811-6969-32-930103-387,6969-32,
Electronic&InteractiveToys,Electric Robot,170103,YS0253338,0253338,6032,Electric Robot (electricity not included),Electric Robot (electricity not included),Window Box,24,2,69.5,45.5,71.0,22.0,32.0,11.0,0.225,7.92,18.9,15.9,USD $55.60,55.6,55.6,55.6,,7.019,74,24,2,"0253338, 6032, Window Box",Electronic&InteractiveToys/Electric Robot/170103/Electric Robot (electricity not included)/image/Electric Robot (electricity not included).jpg,Electronic&InteractiveToys/Electric Robot/170103/Electric Robot (electricity not included)/Electric Robot (electricity not included).md,0253338-6032-170103-74,6032,
Electronic&InteractiveToys,Electric Robot,170103,YS1684560,1684560,6060,Electric Robot,Electric Robot,Window Box,36,2,86.0,32.0,99.0,23.0,9.0,28.0,0.272,9.61,23.0,19.4,USD $54.60,54.6,54.6,54.6,,5.671,1530,36,2,"1684560, 6060, Window Box",Electronic&InteractiveToys/Electric Robot/170103/Electric Robot/image/Electric Robot.jpg,Electronic&InteractiveToys/Electric Robot/170103/Electric Robot/Electric Robot.md,1684560-6060-170103-1530,6060,
Electronic&InteractiveToys,Electric Robot,170103,YS0189342,0189342,6025A,Electric Robot,Electric Robot,Color Box,48,2,72.2,46.4,77.4,18.0,11.0,20.5,0.259,9.15,23.0,20.0,USD $38.20,38.2,38.2,38.2,,4.169,60,48,2,"0189342, 6025A, Color Box",Electronic&InteractiveToys/Electric Robot/170103/Electric Robot/image/Electric Robot.jpg,Electronic&InteractiveToys/Electric Robot/170103/Electric Robot/Electric Robot.md,0189342-6025A-170103-60,6025A,
Electronic&InteractiveToys,Electric Robot,170103,YS0926584,0926584,880B升级版,Electric Robot,Electric Robot,Window Box,36,2,118.0,38.0,85.0,19.0,11.5,35.5,0.381,13.45,25.6,22.6,USD $54.60,54.6,54.6,54.6,,4.052,291,36,2,"0926584, 880B升级版, Window Box",Electronic&InteractiveToys/Electric Robot/170103/Electric Robot/image/Electric Robot.jpg,Electronic&InteractiveToys/Electric Robot/170103/Electric Robot/Electric Robot.md,0926584-880B升级版-170103-291,880B升级版,
Electronic&InteractiveToys,Electric Robot,170103,YS0926586,0926586,6009升级版,Electric Robot,Electric Robot,Window Box,36,2,107.0,38.0,87.0,20.0,11.5,35.0,0.354,12.48,24.4,21.4,USD $50.20,50.2,50.2,50.2,,4.018,292,36,2,"0926586, 6009升级版, Window Box",Electronic&InteractiveToys/Electric Robot/170103/Electric Robot/image/Electric Robot.jpg,Electronic&InteractiveToys/Electric Robot/170103/Electric Robot/Electric Robot.md,0926586-6009升级版-170103-292,6009升级版,
Electronic&InteractiveToys,Single-Head Lightsaber,230507,YS1758348,1758348,559-709A,Single-Head Lightsaber (rechargeable version with built-in battery),Single-Head Lightsaber (rechargeable version with built-in battery),Color Box,72,2,57.0,45.0,43.0,26.8,4.8,10.0,0.11,3.89,17.2,16.2,USD $27.10,27.1,27.1,27.1,,6.949,2749,72,2,"1758348, 559-709A, Color Box",Electronic&InteractiveToys/Single-Head Lightsaber/230507/Single-Head Lightsaber (rechargeable version with built-in battery)/image/Single-Head Lightsaber (rechargeable version with built-in battery).jpg,Electronic&InteractiveToys/Single-Head Lightsaber/230507/Single-Head Lightsaber (rechargeable version with built-in battery)/Single-Head Lightsaber (rechargeable version with built-in battery).md,1758348-559-709A-230507-2749,559-709A,
Electronic&InteractiveToys,Lucky Little Apple Bedside Bell,261805,YS1761920,1761920,666A(咖啡色）,Lucky Little Apple Bedside Bell,Lucky Little Apple Bedside Bell,Color Box,36,2,77.0,44.0,73.0,35.0,6.8,25.0,0.247,8.73,19.0,16.0,USD $60.70,60.7,60.7,60.7,,6.942,2836,36,2,"1761920, 666A(咖啡色）, Color Box",Electronic&InteractiveToys/Lucky Little Apple Bedside Bell/261805/Lucky Little Apple Bedside Bell/image/Lucky Little Apple Bedside Bell.jpg,Electronic&InteractiveToys/Lucky Little Apple Bedside Bell/261805/Lucky Little Apple Bedside Bell/Lucky Little Apple Bedside Bell.md,1761920-666A(咖啡色）-261805-2836,666A(咖啡色）,
Electronic&InteractiveToys,Remote Control Gear Scooter For Boys,210403,YS1737420,1737420,9688A,Remote Control Gear Scooter For Boys (five links with light and music) Frequency 2.4G (battery not included),Remote Control Gear Scooter For Boys (five links with light and music) Frequency 2.4G (battery not included),Window Box,24,2,102.5,45.0,56.0,25.0,14.2,25.4,0.258,9.11,18.5,15.5,USD $61.10,61.1,61.1,61.1,,6.7,2275,24,2,"1737420, 9688A, Window Box",Electronic&InteractiveToys/Remote Control Gear Scooter For Boys/210403/Remote Control Gear Scooter For Boys (five links with light and music) Frequency/image/Remote Control Gear Scooter For Boys (five links with light and music) Frequency.jpg,Electronic&InteractiveToys/Remote Control Gear Scooter For Boys/210403/Remote Control Gear Scooter For Boys (five links with light and music) Frequency/Remote Control Gear Scooter For Boys (five links with light and music) Frequency.md,1737420-9688A-210403-2275,9688A,
Electronic&InteractiveToys,Upgraded Version Of Remote Control Octopus,230413-230414,YS1729759,1729759,HJ1038Y,"Upgraded Version Of Remote Control Octopus (usb charging, colorful lights, spray, with 4 dynamic music to switch freely, dark gray and beige with two expressions, contains a 3.7v lithium battery, with charging cable)","Upgraded Version Of Remote Control Octopus (usb charging, colorful lights, spray, with 4 dynamic music to switch freely, dark gray and beige with two expressions, contains a 3.7v lithium battery, with charging cable)",Window Box,60,2,73.0,45.0,73.0,16.1,8.1,22.9,0.24,8.46,23.0,21.0,USD $56.30,56.3,56.3,56.3,,6.648,2090,60,2,"1729759, HJ1038Y, Window Box","Electronic&InteractiveToys/Upgraded Version Of Remote Control Octopus/230413-230414/Upgraded Version Of Remote Control Octopus (usb charging, colorful lights, spray/image/Upgraded Version Of Remote Control Octopus (usb charging, colorful lights, spray.jpg","Electronic&InteractiveToys/Upgraded Version Of Remote Control Octopus/230413-230414/Upgraded Version Of Remote Control Octopus (usb charging, colorful lights, spray/Upgraded Version Of Remote Control Octopus (usb charging, colorful lights, spray.md",1729759-HJ1038Y-230413-230414-2090,HJ1038Y,
Electronic&InteractiveToys,Electric Face-Changing Robot,170103,YS0953938,0953938,6050A,Electric Face-Changing Robot,Electric Face-Changing Robot,Color Box,36,2,58.5,56.0,65.0,18.5,8.8,29.5,0.213,7.51,21.0,18.8,USD $49.10,49.1,49.1,49.1,,6.531,329,36,2,"0953938, 6050A, Color Box",Electronic&InteractiveToys/Electric Face-Changing Robot/170103/Electric Face-Changing Robot/image/Electric Face-Changing Robot.jpg,Electronic&InteractiveToys/Electric Face-Changing Robot/170103/Electric Face-Changing Robot/Electric Face-Changing Robot.md,0953938-6050A-170103-329,6050A,
Electronic&InteractiveToys,Electric Face-Changing Robot,170103,YS0953937,0953937,6050,Electric Face-Changing Robot,Electric Face-Changing Robot,Window Box,24,2,69.0,45.0,72.0,21.0,10.5,34.5,0.224,7.89,17.0,15.6,USD $51.30,51.3,51.3,51.3,,6.493,328,24,2,"0953937, 6050, Window Box",Electronic&InteractiveToys/Electric Face-Changing Robot/170103/Electric Face-Changing Robot/image/Electric Face-Changing Robot.jpg,Electronic&InteractiveToys/Electric Face-Changing Robot/170103/Electric Face-Changing Robot/Electric Face-Changing Robot.md,0953937-6050-170103-328,6050,
Electronic&InteractiveToys,Multifunctional Electric Robot,170103,YS1071276,1071276,6051A,Multifunctional Electric Robot,Multifunctional Electric Robot,Color Box,36,2,64.0,49.0,74.0,20.2,11.5,34.0,0.232,8.19,0.0,0.0,USD $53.50,53.5,53.5,53.5,,6.521,412,36,2,"1071276, 6051A, Color Box",Electronic&InteractiveToys/Multifunctional Electric Robot/170103/Multifunctional Electric Robot/image/Multifunctional Electric Robot.jpg,Electronic&InteractiveToys/Multifunctional Electric Robot/170103/Multifunctional Electric Robot/Multifunctional Electric Robot.md,1071276-6051A-170103-412,6051A,
Electronic&InteractiveToys,Multifunctional Electric Robot,170103,YS1071275,1071275,6051,Multifunctional Electric Robot,Multifunctional Electric Robot,Window Box,24,2,73.0,51.0,82.0,22.0,9.0,34.0,0.305,10.77,0.0,0.0,USD $56.70,56.7,56.7,56.7,,5.263,411,24,2,"1071275, 6051, Window Box",Electronic&InteractiveToys/Multifunctional Electric Robot/170103/Multifunctional Electric Robot/image/Multifunctional Electric Robot.jpg,Electronic&InteractiveToys/Multifunctional Electric Robot/170103/Multifunctional Electric Robot/Multifunctional Electric Robot.md,1071275-6051-170103-411,6051,
Electronic&InteractiveToys,Inertial Simulation Vehicle Double-Decker Parking Lot With 3 Liuzhou Vehicles And 1 Engineering Trailer,240316-240317,YS1726043,1726043,3688-59,"Inertial Simulation Vehicle Double-Decker Parking Lot With 3 Liuzhou Vehicles And 1 Engineering Trailer (red, blue)","Inertial Simulation Vehicle Double-Decker Parking Lot With 3 Liuzhou Vehicles And 1 Engineering Trailer (red, blue)",Window Box,12,0,76.5,62.0,85.0,74.0,15.0,27.0,0.403,14.23,21.0,17.0,USD $86.80,86.8,86.8,86.8,,6.097,2031,12,0,"1726043, 3688-59, Window Box",Electronic&InteractiveToys/Inertial Simulation Vehicle Double-Decker Parking Lot With 3 Liuzhou Vehicles An/240316-240317/Inertial Simulation Vehicle Double-Decker Parking Lot With 3 Liuzhou Vehicles An/image/Inertial Simulation Vehicle Double-Decker Parking Lot With 3 Liuzhou Vehicles An.jpg,Electronic&InteractiveToys/Inertial Simulation Vehicle Double-Decker Parking Lot With 3 Liuzhou Vehicles An/240316-240317/Inertial Simulation Vehicle Double-Decker Parking Lot With 3 Liuzhou Vehicles An/Inertial Simulation Vehicle Double-Decker Parking Lot With 3 Liuzhou Vehicles An.md,1726043-3688-59-240316-240317-2031,3688-59,
Electronic&InteractiveToys,Double-Headed Lightsaber,230507,YS1758347,1758347,559-708A,Double-Headed Lightsaber (rechargeable version with built-in battery),Double-Headed Lightsaber (rechargeable version with built-in battery),Color Box,60,2,67.0,43.5,64.5,42.5,5.2,12.2,0.188,6.63,23.7,22.3,USD $39.70,39.7,39.7,39.7,,5.984,2748,60,2,"1758347, 559-708A, Color Box",Electronic&InteractiveToys/Double-Headed Lightsaber/230507/Double-Headed Lightsaber (rechargeable version with built-in battery)/image/Double-Headed Lightsaber (rechargeable version with built-in battery).jpg,Electronic&InteractiveToys/Double-Headed Lightsaber/230507/Double-Headed Lightsaber (rechargeable version with built-in battery)/Double-Headed Lightsaber (rechargeable version with built-in battery).md,1758347-559-708A-230507-2748,559-708A,
Electronic&InteractiveToys,Light Guitar,930103,YS1251838,1251838,MY6969-65,Light Guitar (boys),Light Guitar (boys),Window Box,36,2,61.0,48.0,99.0,59.0,5.0,23.5,0.29,10.23,25.0,22.5,USD $61.10,61.1,61.1,61.1,,5.967,589,36,2,"1251838, MY6969-65, Window Box",Electronic&InteractiveToys/Light Guitar/930103/Light Guitar (boys)/image/Light Guitar (boys).jpg,Electronic&InteractiveToys/Light Guitar/930103/Light Guitar (boys)/Light Guitar (boys).md,1251838-MY6969-65-930103-589,MY6969-65,
Electronic&InteractiveToys,Light Guitar,930103,YS1251839,1251839,MY6969-66,Light Guitar (girls),Light Guitar (girls),Window Box,36,2,61.0,48.0,99.0,59.0,5.0,23.5,0.29,10.23,26.0,23.5,USD $61.10,61.1,61.1,61.1,,5.967,590,36,2,"1251839, MY6969-66, Window Box",Electronic&InteractiveToys/Light Guitar/930103/Light Guitar (girls)/image/Light Guitar (girls).jpg,Electronic&InteractiveToys/Light Guitar/930103/Light Guitar (girls)/Light Guitar (girls).md,1251839-MY6969-66-930103-590,MY6969-66,
Electronic&InteractiveToys,Guitar,930103,YS1037796,1037796,6969-63,Guitar,Guitar,Window Box,36,2,61.0,47.0,98.0,59.0,5.0,23.0,0.281,9.91,25.0,23.0,USD $55.60,55.6,55.6,55.6,,5.609,383,36,2,"1037796, 6969-63, Window Box",Electronic&InteractiveToys/Guitar/930103/Guitar/image/Guitar.jpg,Electronic&InteractiveToys/Guitar/930103/Guitar/Guitar.md,1037796-6969-63-930103-383,6969-63,
Electronic&InteractiveToys,Unicorn Electric Bubble Gun/With Light Function: Pull The Trigger To Shake The Wings) Pink,220309-220310-220311,YS1748250,1748250,862,Unicorn Electric Bubble Gun/With Light Function: Pull The Trigger To Shake The Wings) Pink,Unicorn Electric Bubble Gun/With Light Function: Pull The Trigger To Shake The Wings) Pink,Window Box,36,0,75.0,46.5,58.5,27.8,8.0,22.5,0.204,7.2,18.0,16.5,USD $40.40,40.4,40.4,40.4,,5.601,2520,36,0,"1748250, 862, Window Box",Electronic&InteractiveToys/Unicorn Electric Bubble GunWith Light Function Pull The Trigger To Shake The Win/220309-220310-220311/Unicorn Electric Bubble GunWith Light Function Pull The Trigger To Shake The Win/image/Unicorn Electric Bubble GunWith Light Function Pull The Trigger To Shake The Win.jpg,Electronic&InteractiveToys/Unicorn Electric Bubble GunWith Light Function Pull The Trigger To Shake The Win/220309-220310-220311/Unicorn Electric Bubble GunWith Light Function Pull The Trigger To Shake The Win/Unicorn Electric Bubble GunWith Light Function Pull The Trigger To Shake The Win.md,1748250-862-220309-220310-220311-2520,862,
Electronic&InteractiveToys,Dinosaur Electric Bubble Gun/With Light Function: Pull The Trigger And Open Your Mouth) Green,220309-220310-220311,YS1748252,1748252,864,Dinosaur Electric Bubble Gun/With Light Function: Pull The Trigger And Open Your Mouth) Green,Dinosaur Electric Bubble Gun/With Light Function: Pull The Trigger And Open Your Mouth) Green,Window Box,36,0,75.0,46.5,58.5,27.8,8.0,22.5,0.204,7.2,18.0,16.5,USD $40.40,40.4,40.4,40.4,,5.601,2522,36,0,"1748252, 864, Window Box",Electronic&InteractiveToys/Dinosaur Electric Bubble GunWith Light Function Pull The Trigger And Open Your M/220309-220310-220311/Dinosaur Electric Bubble GunWith Light Function Pull The Trigger And Open Your M/image/Dinosaur Electric Bubble GunWith Light Function Pull The Trigger And Open Your M.jpg,Electronic&InteractiveToys/Dinosaur Electric Bubble GunWith Light Function Pull The Trigger And Open Your M/220309-220310-220311/Dinosaur Electric Bubble GunWith Light Function Pull The Trigger And Open Your M/Dinosaur Electric Bubble GunWith Light Function Pull The Trigger And Open Your M.md,1748252-864-220309-220310-220311-2522,864,
